Id,Transcription
12657,AE_D_M_ER_EY_SH_AH_N_Z
12658,T_EH_L_AH_M_EH_D_AH_S_AH_N
12659,V_AE_N_R_IH_N
12660,P_IH_D_K_AA_K
12661,IH_M_P_Y_UW_N_Z
12662,G_R_OW_N_IH_W_OW_L_D
12663,K_W_AO_R_AH_N_T_IY_N
12664,D_R_AA_P_L_AH_T
12665,AE_N_T_L_ER_D
12666,M_ER_AA_F_S_K_IY
12667,K_AH_N_S_UW_M_ER_Z
12668,W_IY_L_B_AA_R_OW_Z
12669,IH_K_S_P_AE_N_SH_AH_N_IH_Z_AH_M
12670,M_OW
12671,V_ER_K_ER_L_IY
12672,D_IH_M_AE_N_D_IH_NG_L_IY
12673,JH_AA_N_IY
12674,B_L_EY_N_IY
12675,N_IH_K_OW_ZH_AH
12676,R_AA_M_N_IY_Z
12677,Y_UW_N_Y_AH_L_D_IH_NG
12678,D_AY_ER
12679,D_IH_S_IH_N_T_ER_AH_S_T
12680,K_L_AH_M_P
12681,G_R_AY_M
12682,F_IH_SH_AH_L
12683,EH_K_S_B_R_OW_K_ER
12684,EH_B
12685,S_K_AA_P_AH
12686,R_IY_IH_N_D_AH_S_T_R_IY_AH_L_AY_Z
12687,AO_R_OW_P_EY_Z_AH
12688,V_ER_ZH_AH_N_Z
12689,L_AO_R_AH_N_S_V_IH_L
12690,EH_P_AH_G_R_AE_M_AH_T_IH_K
12691,M_AH_L_R_OW_N_IY
12692,N_UW_D_OW
12693,B_AA_S_IY_L
12694,L_IH_P_AH_S_OW_M_Z
12695,JH_AO_Z
12696,P_AE_N_D_AH
12697,Y_UW_N_IH_S_IH_S_IH_Z
12698,JH_ER_G_IH_N_S_M_AY_ER
12699,P_L_AA_T_N_IH_K
12700,R_AE_P_ER
12701,Z_ER_K
12702,S_IH_Z_L_IH_N
12703,B_R_AY_AH_N_Z
12704,P_AH_T_R_OW_L_IH_NG
12705,P_AA_P_AA_L_AA_R_D_OW
12706,S_UW_D_AH_S_OY_AH_N_T_IH_S_IH_K
12707,L_AE_P_K_AH
12708,AY_K_M_AH_N
12709,M_ER_L_IH_N_Z
12710,D_IH_S_B_IH_L_IY_V_IH_NG
12711,S_M_AE_R
12712,L_IY_D_ER_M_AH_N
12713,Z_AY_T
12714,SH_EH_R
12715,M_UW_S_K_OW_SH_OW
12716,T_AA_G_AH_L
12717,M_AA_N_R_IY_K_EH_Z
12718,W_EH_R_HH_AW_Z_IH_NG
12719,IH_N_V_AY_T_IH_NG
12720,AA_N_S_EH_L_M_IY
12721,P_ER_S_Y_UW_ER_Z
12722,S_AE_M_AH_N
12723,S_IY_K_ER_EH_L_OW
12724,P_L_AH_T_AA_N_IH_K
12725,D_AH_NG_K_ER_L_IY
12726,R_AA_M_B_AA_K
12727,AA_M_AA_Y_AH
12728,B_AA_NG_K
12729,L_IH_V_IH_NG_S_T_AH_N
12730,AE_L_K_IY_N
12731,CH_EH_NG_D_UW
12732,AY_ER_N_S_AY_D
12733,B_EH_S_T
12734,V_ER_AY_IH_T_IY_Z
12735,HH_Y_UW_M_AE_N_IH_T_IY_Z
12736,EH_P_S_AH_M
12737,F_AE_TH
12738,D_AH_SH_EY_N
12739,B_UH_R_S_T_IH_N
12740,R_IY_N_T_R_IY
12741,M_AE_S_IH_N_JH_IH_L
12742,SH_AH_HH_IY_AH_N
12743,W_EY_JH
12744,S_T_EH_R_AH_T_S
12745,D_AA_K_AH_N
12746,M_IY_T_R_AA_N_OW
12747,M_AH_K_UW_T_S
12748,T_AE_L_IY
12749,T_UW_TH_IH_L
12750,AO_L_K_AA_K
12751,B_UW_TH_B_IY
12752,EY_S_K
12753,G_IH_T_ER_AH_S_T
12754,S_T_UW_T_S
12755,T_AE_K_S_AH_Z
12756,OW_P_AE_L_K_AH
12757,JH_IY_V_Z
12758,V_AA_R_G_OW
12759,F_EH_N_AH_L
12760,B_UH_L_AH_K_S
12761,AH_N_R_IY_Z_AH_N_AH_B_AH_L
12762,B_IH_K_W_EH_TH_T
12763,S_T_OW_L_T_S
12764,K_AA_N_ER_Z
12765,S_P_IH_N_EH_L_AH
12766,R_IH_Z_IH_S_T_IH_V_N_AH_S
12767,D_IH_F_TH_AO_NG
12768,AO_R_M_AH_N
12769,S_T_ER_N
12770,D_IY_OW_L_IY_V_EH_R_AH
12771,Z_IY_G_F_IY_L_D
12772,B_AA_R_B_ER_S_V_IH_L
12773,B_AY_OW_S_EH_N_S_ER
12774,T_EY_HH_ER
12775,IH_M_P_AE_S_AH_B_AH_L
12776,D_ER_T_S
12777,M_AO_R_G_AH_N
12778,HH_EH_N_IH_G
12779,EH_M_B_R_IY_OW_Z
12780,AH_N_F_ER_IY_Z_IY_N
12781,S_IH_CH_UW_EY_SH_AH_N
12782,D_IH_S_IH_P_L_IH_N_EH_R_IY_AH_N
12783,K_R_IH_S_T_AH_N
12784,P_L_AH_K_T
12785,IH_N_K_R_IH_M_AH_N_EY_SH_AH_N
12786,S_M_AH_G_L_ER
12787,OW_SH_AH_N_IH_R_IH_NG
12788,AE_L_K_OW_AH
12789,M_IY_T_ER_AO_N_D_Z
12790,S_AA_R_IY_S_IY
12791,R_IH_K_IY
12792,K_AO_R_D_IH_JH
12793,HH_IH_P_W_EH_L
12794,S_AO_F_T_W_UH_D
12795,Z_IH_N_IY_AH_Z
12796,S_EH_T_S_UW
12797,B_R_AH_S_K_IY
12798,B_IH_K_IH_N
12799,G_L_AO_R_AH_F_AH_K_EY_SH_AH_N
12800,P_R_OW_G_R_EH_S
12801,T_ER_T_AH_L_N_EH_K
12802,P_AH_N_IY_T
12803,F_L_EY_V_ER_D
12804,EH_N_HH_AE_N_S_IH_NG
12805,P_ER_F_EH_K_T
12806,S_P_R_UW_AH_L
12807,HH_EY_Z_L_IH_T
12808,L_IH_T_ER_JH_IY
12809,G_R_AH_N
12810,M_OW_B_IY_IH_S
12811,EH_L_S_W_IH_K
12812,T_AA_N_IY
12813,AA_K_S_OW_K_OW
12814,B_IH_G_EY
12815,B_R_AO_R_M_AH_N
12816,M_IH_N_AH_S_T_IH_R_IY_AH_L
12817,L_IY_K
12818,M_ER_CH_IY
12819,S_EH_N_T_R_AH_F_Y_UW_JH
12820,EH_JH_IH_NG
12821,B_AA_R_B_EH_R_IY_AH_N_Z
12822,D_EY
12823,F_IH_F
12824,AH_N_D_ER_W_EY_T
12825,JH_EH_T_AH_W_EY
12826,D_IH_NG_Z
12827,W_ER_T_S
12828,K_AA_N_T_OW_L_AH
12829,R_AO_TH_M_AH_N
12830,F_AY_R_M_AH_N
12831,B_AW_N_T_AH_F_AH_L
12832,JH_AO_R_JH_UW
12833,W_UH_D_L_AE_N_D_Z
12834,S_EH_M_L_ER
12835,S_N_EY_D_ER
12836,AO_N_L_UH_K_ER
12837,AA_K_S_AH_N_D_AY_N
12838,AE_M_B_L_IH_NG
12839,R_AA_M_UW
12840,AA_R_M_ER
12841,B_R_EH_D_F_R_UW_T
12842,EH_F_S
12843,K_L_AY_S
12844,Z_EH_M_AH_L
12845,M_EH_M_AH_T
12846,G_EY_L_AH_N
12847,M_EH_N
12848,K_UH_K_S
12849,P_AA_Z_N_IH_K
12850,M_AE_P_IH_NG
12851,F_IH_T_ER_ER
12852,P_AA_L_AH_S_IH_L_IH_K_AH_N
12853,P_R_OW_T_EH_S_T_AH_N_T
12854,G_AO_R_D_ER
12855,S_ER_JH_AH_N_Z
12856,M_AE_S_T_ER_S_AH_N
12857,K_AA_R_L_AH_Z
12858,W_AO_K_ER_Z
12859,D_EH_N_T_AH_L
12860,R_OW_Z_M_ER_IY
12861,M_AO_R_T_AH_N
12862,S_T_AE_CH_UH_EH_R_IY
12863,P_EH_R_AH_SH_UW_T_IH_NG
12864,L_AH_K_AH_N_B_AO
12865,T_EH_N_Y_ER
12866,T_AA_N_S_AH_L_EH_K_T_AH_M_IY_Z
12867,K_AA_N_F_L_IH_K_T_S
12868,M_IH_N_AH_M_AH_L
12869,N_EY_P_AH_L_Z
12870,M_ER_DH_AH
12871,K_OW_M_Z
12872,S_AO_R_S_IH_Z
12873,R_IY_AH_P_R_EY_Z_D
12874,HH_IH_L_IH_N_S_K_IY
12875,ER_K_ER
12876,K_R_IY_Z
12877,B_ER_T_OW_SH_EH_K
12878,AH_S_UW_M_Z
12879,SH_AO_R_OW_N_IY
12880,B_AA_S_T_IH_K
12881,F_R_IY_L
12882,HH_AO_NG_K_AO_NG
12883,S_IH_L_B_ER_T
12884,P_R_EY_Z_W_ER_DH_IY
12885,S_P_IH_L
12886,AE_B_S_T_EY_N_IH_NG
12887,TH_W_IY_T
12888,HH_AA_R_G_AA_R_T_AH_N
12889,F_R_IY_K_SH_OW
12890,S_AH_B_D_UW
12891,D_AA_G_IH_T
12892,S_IH_NG
12893,D_IH_S_AH_F_EH_K_T_IH_D
12894,S_P_R_EY_ER_Z
12895,P_R_AE_K_T_IH_K_AE_L_IH_T_IY
12896,EH_S_K_OW_B_IY_D_OW
12897,D_IH_S_K_AH_N_EH_K_T_IH_D
12898,HH_AH_M_AH_L
12899,R_IY_P_ER_K_AH_SH_AH_N_Z
12900,K_IH_N
12901,S_W_EH_T_S
12902,R_IH_V_OW_K_T
12903,K_AH_D_IH_HH_IY
12904,K_W_IH_K_L_AH
12905,R_AW_T_AH_N_B_ER_G
12906,S_AH_F_IH_SH_AH_N_T_L_IY
12907,F_AH_NG_K_SH_AH_N_AH_L_IY
12908,K_W_OW_T_EY_SH_AH_N
12909,P_AO_R_T_ER_IH_JH_IH_Z
12910,K_L_EH_R_IH_N_Z
12911,G_Y_UW_M_EY_R
12912,IH_M_OW_V_AH_B_AH_L
12913,D_IH_N_IH_HH_AA_R_T
12914,M_AE_V_ER_IH_K_S
12915,B_R_AA_K_IH_T
12916,S_EH_N_S_EY_SH_AH_N_Z
12917,F_R_EH_N_D_L_IY_AH_S_T
12918,V_IH_L_AH_M_IH_L
12919,K_AA_M_P_L_AH_M_EH_N_T_R_IY
12920,N_AH_T_M_AH_G
12921,D_AA_M_T_ER
12922,B_AE_TH_ER_S_T
12923,V_AE_N_S_AH_L_OW
12924,W_IH_T_W_AA_M
12925,AH_N_IH_N_HH_AE_B_AH_T_AH_B_AH_L
12926,M_EH_R_AH_G_OW_L_D
12927,S_IH_M_P_OW_Z_IY_AH_M
12928,F_AO_R
12929,K_EY_K_S
12930,R_AA_T
12931,G_L_AE_M_ER_AY_Z_IH_NG
12932,D_IH_S_ER_N_AH_B_L_IY
12933,IH_K_S_P_L_EY_N
12934,P_OW_T_AE_SH
12935,D_EH_L_AE_SH_M_IH_T
12936,M_IH_N_S
12937,R_AA_K_S_AE_N_AH
12938,D_EH_N_T_IH_S_T_S
12939,R_IY_AO_R_IY_AH_N_T
12940,AH_N_EH_D_AH_K_EY_T_IH_D
12941,S_P_AO_R_T_S
12942,M_IY_CH_AH_M
12943,K_AA_N
12944,EH_R_D
12945,SH_OW_L_F_ER
12946,R_OW_L_M_AH_N
12947,M_AH_NG_G_ER_IH_NG
12948,T_AO_R_P_IY_D_OW
12949,S_K_AE_G_Z
12950,M_UH_HH_AA_M_EH_D
12951,AO_R_AH_N_TH_AO_L
12952,B_AA_S_AH_M
12953,R_AH_S_IH_N
12954,K_R_AE_G_HH_EH_D
12955,AH_K_AA_S_T_AH_D
12956,AE_N_T_AH_N_IH_N
12957,R_IH_S_T_W_AA_CH
12958,D_IH_M_IY_Z
12959,CH_AY_M_Z
12960,AO_R_OW_S_K_OW
12961,CH_IY_CH_AW_AH
12962,K_EH_R_UW
12963,B_R_AO_D_K_AE_S_T
12964,P_EH_T_AH
12965,K_OW_L_B_ER_T
12966,HH_AE_M_ER_AH_L
12967,AE_V_T_EH_K_S_IH_Z
12968,V_IY
12969,T_EH_R_AH_R_IH_S_T_S
12970,K_AA_R_T_EH_L_Z
12971,D_EH_L_V_EH_K_IY_OW
12972,Z_UW_K_IY_N_IY
12973,D_AH_N_L_AH_V_IY
12974,Z_AH_R_UW_B_AH
12975,T_EH_K_N_IY_K_S
12976,M_AY_ER_Z
12977,T_EH_G_AH_TH_AO_F
12978,F_L_AE_K_S_M_AH_N
12979,S_AH_T_AH_N_Z
12980,W_AH_N_D_ER_F_AH_L_IY
12981,G_AE_M_B_IY_AH
12982,L_AO_TH
12983,D_R_AH_G
12984,F_L_AO_R_AH_N
12985,SH_N_AE_B_AH_L
12986,D_AW_L_ER
12987,S_IH_S_ER_OW_N
12988,IH_L_IY_N_AH
12989,K_AH_S_T_AH_M_AY_Z_IH_NG
12990,B_AY_AA_L_AH_JH_IY_Z
12991,P_L_EY_T_IH_D
12992,AE_N_AH_T_EY_T_IH_NG
12993,L_AE_M_F_ER
12994,AE_N_T_R_OW_B_AH_S
12995,S_L_AA_G_IH_NG
12996,T_ER_M_AH_N_EY_T_AH_D
12997,K_W_OW_EY_SH_AH_N_Z
12998,JH_AE_N_IH_K
12999,IH_N_S_T_AO_L
13000,P_R_AE_K_T_IH_S_IH_NG
13001,P_AH_T_D_AW_N_Z
13002,F_AY_S_T
13003,D_IH_S_AH_B_IY_IH_NG
13004,AE_P_ER_AE_CH_IH_K_S
13005,L_UW_D_AA_L_AH_JH_IY
13006,G_IH_L_HH_AH_M
13007,N_UH_K
13008,V_AA_R_AA_N_IY
13009,T_R_AH_D_IH_SH_N_AH_L_AH_S_T
13010,SH_UW_L_ER
13011,F_EH_L_Z_W_EY
13012,D_IH_V_OW_T_S
13013,M_ER_IH_N_IH_L_AH_N_D
13014,ER_B_AE_N_IH_K
13015,SH_AO_R_T_K_AH_T_S
13016,T_AE_L_AH_HH_AE_S_IY_AH_N_Z
13017,D_IH_M_OW_T_AH_D
13018,IH_N_D_IH_S_P_EH_N_S_IH_B_AH_L
13019,M_AE_K_AH_L_HH_AY_N_IY
13020,W_IH_T_S
13021,N_AA_N_K_AH_M_B_AE_T_AH_N_T_S
13022,R_AE_N_OW
13023,W_AY_Z_K_R_AE_K_S
13024,W_ER_M
13025,P_R_IH_N_Z_IH_Z
13026,K_AH_M_P_AH_L_SH_AH_N
13027,AH_P_R_EH_S
13028,M_EY_B_EH_R_IY
13029,P_AA_L_IH_K
13030,B_AA_R_IH_L_AA_R_IY
13031,AA_M_AH_N_AH_S_L_IY
13032,S_AH_B_JH_EH_K_T_S
13033,M_AA_R_K_EH_R_IY_AH_N
13034,T_AA_M_CH_IH_K
13035,K_L_AE_S_IY
13036,G_AA_N_D_IY
13037,S_T_IH_M_Y_AH_L_AH_T_IH_V
13038,N_AY_OW_B_IY_AH_M
13039,S_IY_S_AO_IH_NG
13040,M_ER_EY
13041,EH_P_IH_S_T_AH_M_AA_L_AH_JH_IY
13042,HH_AH_K_ER
13043,AA_R_M_EH_T_AH
13044,B_AY_Z
13045,SH_EH_L_D
13046,AE_NG_K_L_IH_T
13047,S_EH_L_AH
13048,AO_S_T_R_AH_S_AY_Z
13049,R_UW_M_IY_N_AH
13050,B_R_EH_S_T_P_L_EY_T
13051,B_AW_M_HH_AW_ER
13052,M_AA_S_K_AH_V_IH_T_S
13053,AH_P_L_AY_D
13054,L_IH_F
13055,K_AH_L_AA_ZH_AH_N
13056,K_R_EH_D_IH_T_AH_N_S_T_AO_L_T
13057,R_IH_T_G_ER_Z
13058,L_EH_S_IY
13059,G_AA_B_R_IY_EH_L
13060,HH_EH_N
13061,M_OW_B_IH_L_AH_T_IY
13062,B_AH_K_M_IH_N_S_T_ER
13063,D_IH_P_AH_L
13064,AE_L_Z_B_R_UH_K_S
13065,K_AH_L_AH_M
13066,AE_SH_V_IH_L
13067,V_OY_R
13068,S_IY_HH_EY_F_ER
13069,JH_IH_M_N_AE_S_T
13070,F_UH_L_F_ER_D
13071,K_UW_L_D
13072,L_IH_F_T_AO_F
13073,F_ER_N_IH_SH_AH_Z
13074,G_R_IH_S_K_AH_M
13075,B_EH_T_N_ER
13076,B_AH_D_K_AH
13077,HH_AH_L_AH_M
13078,D_R_AW_N_IH_NG_Z
13079,S_AH_F_AH_K_EY_T_IH_NG
13080,K_R_OW_N_AW_ER
13081,IH_N_T_ER_AH_P_SH_AH_N_Z
13082,K_AH_S_T_ER
13083,L_EH_OW_N_AA_R_D_OW
13084,M_IH_G_L_IY_AO_R_IY
13085,M_AY_K_R_OW_IH_L_EH_T_R_OW_N_IY
13086,EH_N_JH_AH_N_D
13087,G_IH_F_ER_D_Z
13088,HH_UH_DH_ER
13089,K_AA_L_ER
13090,IH_N_S_AH_L_T
13091,T_ER_S
13092,K_EY_S_IY
13093,CH_UW_Z_IY
13094,P_R_OW_L_IH_F_ER_EY_T_AH_D
13095,TH_AE_K_S_T_AH_N
13096,ER_V_AH_N
13097,Y_AO_R_K_S
13098,SH_AY_L
13099,M_EH_T_S_AH_N_B_AW_M
13100,HH_AE_N_D_K_R_AE_F_T_IH_D
13101,M_AH_N_AO_R_Z
13102,M_EY_N_S_T_R_IY_M
13103,IH_N_S_IH_N_Y_UW_EY_T
13104,M_IY_D_IY_AH_S_EH_T
13105,HH_EH_G_AH_L
13106,D_EH_V_ER_AH_L
13107,IH_K_S_P_EH_N_S_IH_NG
13108,EH_R_L_IH_K_S
13109,L_IH_S_EH_N_B_IY
13110,HH_AY_K_IH_L_AH
13111,G_R_IH_SH_AH_M_Z
13112,K_IH_N_AH_P_AA_L_AH_S
13113,W_IH_N_T_AH_M
13114,SH_AH_L_IY_S
13115,R_IY_AE_D
13116,D_AE_K_S_ER
13117,F_AO_R_M_AH_L_IY
13118,P_AA_K_S
13119,G_AH_P_IY_Z
13120,M_AA_R_K_L_IY
13121,M_AH_G_R_EH_G_ER_IY
13122,N_AH_JH
13123,S_T_AE_G_ER_IH_NG_L_IY
13124,AH_P_R_IY_SH_IY_EY_T_IH_V
13125,EH_N_CH_IY_N_AH_S
13126,D_ER_M_AH_N
13127,V_IY_OW_L_AH
13128,G_EH_T_S_IH_N_JH_ER
13129,T_EY_T_ER
13130,R_IY_D_IH_S_K_AH_V_ER
13131,K_AE_S_P_ER_S_AH_N
13132,G_UH_D_AH_N_Z
13133,AH_B_Y_UW_Z_ER_Z
13134,T_IY_L
13135,S_UW_D_OW
13136,SH_AY_P_S
13137,B_EH_N_S_AH_N
13138,K_AO_F_S
13139,K_OW_L
13140,K_AH_N_EH_L_AH
13141,TH_EY_ER_Z
13142,K_AA_P_UW_T_OW
13143,S_T_R_EH_CH_AH_Z
13144,AH_S_T_R_IH_N_JH_AH_N_T_S
13145,M_AH_SH_R_AH_SH
13146,G_AO_K
13147,Y_AA_HH_Y_AH
13148,K_EH_L_N_HH_AH_F_ER
13149,IH_N_T_ER_P_R_AH_T_IH_V
13150,R_EY_L_R_OW_D_Z
13151,S_IY_D_Z
13152,B_AE_NG_K_R_AO_F_T_S
13153,M_EH_D_L_IH_N
13154,D_IH_K_R_IY
13155,L_UW_M_AA_N_IH_K_S
13156,D_AH_HH_AA_N
13157,P_L_AA_K
13158,F_EH_CH_T
13159,B_AE_K_S_T_AA_P
13160,EH_NG_S_T_R_AE_N_D
13161,L_IH_T_L_AH_S_T
13162,IH_L_AE_P_S_T
13163,K_AE_S_T_R_EY_T_S
13164,P_AE_K_IH_JH_IH_Z
13165,S_EH_F_S_IH_K
13166,D_IY_D_ER
13167,JH_AE_NG_K
13168,S_EH_K_R_AH_S_T
13169,W_IY_T_AH_N
13170,B_R_EH_N_D_AH_L
13171,K_R_AO_S_R_OW_D
13172,TH_IY_S_IH_NG
13173,N_OW_Z_B_L_IY_D
13174,R_OW_L
13175,W_AO_L_T_M_AH_N
13176,B_R_AA_N_S_T_AH_N
13177,K_AE_N_Z_AE_L_IH_S
13178,D_AH_P_R_EY
13179,W_AO_L_D_V_OW_G_AH_L
13180,G_AA_S_ER
13181,OW_V_ER_S_T_AA_K_T
13182,S_P_L_EH_N_D_ER
13183,W_UH_D_R_AH_M
13184,T_AE_T_M_AH_N
13185,SH_UW_L_ER
13186,B_L_AW_CH
13187,D_IH_S_T_AO_R_T_S
13188,L_AY_AH_N_Z
13189,V_IH_V_OW_N_AH
13190,HH_UH_D_Z
13191,JH_EH_S_CH_ER_Z
13192,K_AE_T_S_AH_N_B_ER_G
13193,JH_EH_R_AH_M_IH_R
13194,L_EH_S_T_R_EY_N_JH
13195,N_AH_N_AH_L_IY
13196,S_T_OW_L_T
13197,L_IH_JH_IH_T_AH_M_AY_Z_AH_Z
13198,P_R_IY_P_L_AE_N_IH_NG
13199,L_AO_R_D_IY
13200,N_OW_D_AH_L
13201,HH_AO_R_IH_G
13202,IH_G_Z_AE_M_AH_N_ER_Z
13203,HH_ER_V_IY
13204,JH_EY_M_Z
13205,IH_M_N_EH_T
13206,EH_S_EH_L_T_IY
13207,M_IH_N_IY_AH
13208,SH_W_AO_L_B_AA_K
13209,AA_R_M_AH_M_AH_N_T
13210,K_AH_M
13211,P_AA_R_EH_L_AH
13212,M_AA_N_T_UW_TH
13213,HH_AO_L_IH_NG
13214,TH_IY_V_Z
13215,M_IY_Z
13216,L_AO_F_T
13217,TH_R_IH_L
13218,S_T_AA_L_AH_N
13219,S_AO_S_ER
13220,EH_S_T_OW_N_IY_AH
13221,EH_K_S_P_L_AH_T_IH_V_Z
13222,K_AE_S_T_N_ER
13223,D_IH_V_AW_ER_Z
13224,N_OW_V_AO_T_N_IY
13225,S_T_R_AO_B_EH_R_IY
13226,SH_AW_ER
13227,D_IH_M_AA_K_R_AH_T_AY_Z
13228,D_IH_F_IH_L_IH_P_IY
13229,L_AE_S_AH
13230,V_OW_L_V_AA_K_S
13231,V_AE_P_ER_AH_Z_EY_SH_AH_N
13232,L_OW_B
13233,HH_W_AA_N
13234,HH_EH_D_L_AY_N_D
13235,AW_T_P_EY_S
13236,K_AA_NG_G_R_AH_S_M_AH_N_Z
13237,T_R_AH_M_P_S
13238,EH_M_F_AH_S_AY_Z_D
13239,B_R_EH_TH_T_EY_K_IH_NG_L_IY
13240,D_EH_D_EH_N_D_ER
13241,Z_IY_T_AH
13242,G_R_AE_G
13243,Z_AY_M_AH_T
13244,IH_N_T_EH_N_S_IH_F_AY_D
13245,F_IH_L_B_IY
13246,M_AO_R_HH_AW_S
13247,AY_V_AH_N_Z
13248,EH_K_M_AH_N
13249,P_AE_T_ER_S_AH_N
13250,N_AA_B_L_AA_K
13251,K_L_AE_S_M_EY_T
13252,K_AE_L_AH_N_B_ER_G_ER
13253,OW_B_AA_R_AH
13254,N_OW_L_T
13255,B_R_AE_N_D_T_N_ER
13256,K_OW_SH_AH_N
13257,F_R_AO_D_AH_L_AH_N_T
13258,S_UW_TH_S_EY_ER_Z
13259,W_EH_L_D_AH_N_Z
13260,K_L_OW_S_EH_T
13261,S_IY_K_R_IY_SH_AH_N_Z
13262,R_IY_AH_JH_AH_S_T_IH_D
13263,CH_IH_R_F_AH_L_N_AH_S
13264,S_T_AE_P_F
13265,ER_TH_S
13266,AH_S_T_R_AW_S_K_IY
13267,S_T_IY_L_IY
13268,OW_K_AA_D_AH
13269,S_AY_D_K_IH_K
13270,SH_N_EH_B_ER_G_ER
13271,TH_R_AE_SH_T
13272,HH_AY_D_R_AO_L_AH_S_AH_S
13273,HH_EH_N_D_IY
13274,B_AH_D_Z
13275,S_AY_B_OW_L_D
13276,IH_N_S_AY_D_ER_Z
13277,HH_OW_S_T_AH_S_AH_Z
13278,IH_K_S_P_IH_R_IY_AH_N_S_T
13279,T_IY_M_ER
13280,T_EH_L_AH_M_AA_R_K_IH_T_IH_NG
13281,D_OW
13282,F_L_EH_SH_M_AH_N
13283,P_ER_D_AH_N
13284,D_AA_R_K_R_UW_M
13285,HH_AW_K_R_AO_F_T
13286,G_OW_L_EH_K
13287,IH_N_S_T_R_AH_M_EH_N_T_AE_L_IH_T_IY
13288,D_EH_R_IH_NG
13289,HH_AE_N_D_ER_Z
13290,M_AE_K_S_IH_L_AH
13291,K_ER_JH_IH_Z
13292,K_AO_R_K_IH_L
13293,Z_IH_M_ER_Z
13294,M_AE_N_T_EH_K_AH
13295,K_OW_P_IH_N_HH_AH_V_ER
13296,F_L_EY_M
13297,SH_OW_K
13298,S_T_R_IH_K_AH_L_ER
13299,D_IY_T_S
13300,P_UH_R_IY_CH_EH_L_IY
13301,L_EH_G
13302,G_AE_B_R_IY_L_S_AH_N
13303,HH_EH_R_IY_M_AH_N
13304,T_R_AA_B_AH_V_IH_CH
13305,S_EH_N_T_AO_R
13306,S_T_IH_L_W_AO_T_ER
13307,M_AO_R_UW_HH_IH_R_OW_Z
13308,R_IY_M_ER_Z
13309,HH_AY_D_IY_AH
13310,L_EY_D_IY
13311,AE_L_IH_S
13312,N_IY_S_IH_Z
13313,R_EY_SH_IY_OW
13314,B_AE_G
13315,B_EH_N_EH_T
13316,R_EH_S_T_IH_D
13317,IH_N_D_IH_T_K_M_AH_N_T
13318,M_Y_UW_L_AH_N_K_AE_M_P
13319,T_AE_K_T
13320,G_AO_R_D_AH
13321,F_AE_L_K_AH_N_EH_T_S
13322,S_IH_M_B_IY_AH_N_Z
13323,D_AO_R_D_AA_R_SH_AH_N
13324,B_EH_R_AH_L
13325,CH_AE_P_N_IH_K
13326,M_AA_R_T_UH_R_AA_N_OW
13327,EH_K_S_K_AO_R_IY_EY_T_IH_D
13328,D_AY_AH_G_R_AE_M_AH_T_IH_K
13329,S_T_EH_F
13330,S_IY_G_AH_N_TH_AH_L_ER
13331,M_EH_R_IH_JH_IH_Z
13332,SH_N_AY_D_ER_Z
13333,L_OW_F_AA_S_OW
13334,S_IY_G_ER_Z
13335,S_IY_S
13336,AO_R_TH_AH_D_AA_N_SH_AH
13337,W_AY_R_IH_K
13338,K_AO_R_IY_AE_N_D_ER
13339,F_AO_R_M_Y_AH_L_EY_T_AH_D
13340,HH_AY_P_AH_K_AA_N_D_R_IY_AH_K
13341,W_IY_Z_AH_N_B_ER_G
13342,G_AE_L_IY_AH_M
13343,S_T_R_AE_T_IH_JH_IH_K
13344,R_AA_B_AH_K_AA_P
13345,CH_EH_V_IY_Z
13346,P_AA_R_T_R_IH_JH
13347,K_AE_S_T_OW
13348,HH_AO_IY
13349,HH_AE_N_L_IY
13350,M_EH_G_AH_K_AE_R_Y_ER_Z
13351,R_IH_F_R_IH_JH_ER_AH_N_T
13352,B_EH_S_L_ER
13353,T_EH_M_P_ER_Z
13354,P_EH_L_V_IH_K
13355,S_EH_T_AH_L
13356,F_IY_B_L_IY
13357,P_R_UW_N_IY_ER
13358,SH_EH_P_ER_D_IH_NG
13359,AA_P_R_AH_Z
13360,K_AE_N_D_IY_AA_T_IY_Z
13361,AA_S_AA_N_T_IY
13362,S_IY_L_B_AA_K
13363,EH_K_S_T_R_AH_K_EY_SH_AH_N
13364,R_AA_Z
13365,B_OW_V_IY_N_AH
13366,M_AO_R_IH_S_EH_T
13367,HH_AH_M_B_AH_L_D
13368,S_AE_K_ER_IH_N
13369,N_UW_K_L_IY_IH_K
13370,EH_S_K_AH_N_AA_Z_IY
13371,D_OW_L_IH_NG_ER
13372,R_IY_S_EH_T_AH_L_M_AH_N_T
13373,AE_SH
13374,AH_L_B_AO
13375,G_AA_G_AH
13376,K_AH_M_P_AA_R_T_AH_M_EH_N_T_AH_L_AY_Z
13377,D_IH_S_P_ER_S_T
13378,W_EH_D_AH_N
13379,S_T_EH_P_M_AH_DH_ER
13380,HH_AE_R_AH
13381,W_ER_K_M_AH_N
13382,R_IH_P_T
13383,HH_ER_S_T_AH_N
13384,EH_M_IY
13385,S_IH_B_AH_L
13386,S_EH_N_S_ER
13387,AH_S_AO_L_T_IH_V
13388,K_AH_M_P_L_EY_N_AH_N_T_S
13389,AH_SH_ER_S_T
13390,P_EH_L_AH_K_Y_UW_N_UW_Z
13391,K_AW_N_S_AH_L_ER
13392,S_AH_S_N_AO_F_S_K_IY
13393,P_AA_M_IY_ER
